"","stno","east","north","t","y"
"12590",290,217967.714444251,375903.120362339,42,57.6390512223167
"12890",290,217967.714444251,375903.120362339,43,40.8511227648703
"13190",290,217967.714444251,375903.120362339,44,28.0142048252676
"13490",290,217967.714444251,375903.120362339,45,56.0764971133628
"13790",290,217967.714444251,375903.120362339,46,138.474683322645
"14090",290,217967.714444251,375903.120362339,47,84.6445534944932
"14390",290,217967.714444251,375903.120362339,48,115.230773028788
"14690",290,217967.714444251,375903.120362339,49,109.132891282325
"14990",290,217967.714444251,375903.120362339,50,77.147395095163
"15290",290,217967.714444251,375903.120362339,51,58.2638152966961
"15590",290,217967.714444251,375903.120362339,52,131.163078031601
"15890",290,217967.714444251,375903.120362339,53,79.1800098406626
"16190",290,217967.714444251,375903.120362339,54,104.096505014134
"16490",290,217967.714444251,375903.120362339,55,45.6674683419454
"16790",290,217967.714444251,375903.120362339,56,39.7143089285023
"17090",290,217967.714444251,375903.120362339,57,45.6670318839861
"17390",290,217967.714444251,375903.120362339,58,53.4433236549429
"17690",290,217967.714444251,375903.120362339,59,32.8748377076603
"17990",290,217967.714444251,375903.120362339,60,13.2971458329078
"18290",290,217967.714444251,375903.120362339,61,18.6908943833131
"18590",290,217967.714444251,375903.120362339,62,18.6104068938593
"18890",290,217967.714444251,375903.120362339,63,14.2868060852958
"19190",290,217967.714444251,375903.120362339,64,20.297450749359
"19490",290,217967.714444251,375903.120362339,65,57.0086997513622
"19790",290,217967.714444251,375903.120362339,66,44.8350175702867
"20090",290,217967.714444251,375903.120362339,67,70.3957749704626
"20390",290,217967.714444251,375903.120362339,68,131.106541140401
"20690",290,217967.714444251,375903.120362339,69,138.82223544661
"20990",290,217967.714444251,375903.120362339,70,124.214904405817
"21290",290,217967.714444251,375903.120362339,71,130.256968312521
"21590",290,217967.714444251,375903.120362339,72,115.563774673735
"21890",290,217967.714444251,375903.120362339,73,90.5301104448311
"22190",290,217967.714444251,375903.120362339,74,87.1378187229019
"22490",290,217967.714444251,375903.120362339,75,51.1791199792012
"22790",290,217967.714444251,375903.120362339,76,37.8501412317264
"23090",290,217967.714444251,375903.120362339,77,37.7478296080258
"23390",290,217967.714444251,375903.120362339,78,126.197724801757
"23690",290,217967.714444251,375903.120362339,79,191.399443983944
"23990",290,217967.714444251,375903.120362339,80,114.088233093918
"24290",290,217967.714444251,375903.120362339,81,101.426562384319
"24590",290,217967.714444251,375903.120362339,82,110.717910244314
"24890",290,217967.714444251,375903.120362339,83,71.9102746227958
"25190",290,217967.714444251,375903.120362339,84,62.5632736843595
"25490",290,217967.714444251,375903.120362339,85,156.337249020927
"25790",290,217967.714444251,375903.120362339,86,158.892745482937
"26090",290,217967.714444251,375903.120362339,87,148.379100050458
"26390",290,217967.714444251,375903.120362339,88,154.605711596313
"26690",290,217967.714444251,375903.120362339,89,132.960233188906
"26990",290,217967.714444251,375903.120362339,90,111.56934103518
"27290",290,217967.714444251,375903.120362339,91,92.5199436224702
"27590",290,217967.714444251,375903.120362339,92,143.124704872351
"27890",290,217967.714444251,375903.120362339,93,162.120098781811
"28190",290,217967.714444251,375903.120362339,94,222.486765773416
"28490",290,217967.714444251,375903.120362339,95,258.852961401137
"28790",290,217967.714444251,375903.120362339,96,181.205389263637
"29090",290,217967.714444251,375903.120362339,97,220.769801093981
"29390",290,217967.714444251,375903.120362339,98,208.654871005482
"29690",290,217967.714444251,375903.120362339,99,190.242980281279
"29990",290,217967.714444251,375903.120362339,100,146.153533670942
"30290",290,217967.714444251,375903.120362339,101,127.577680806187
"30590",290,217967.714444251,375903.120362339,102,133.441294045978
"30890",290,217967.714444251,375903.120362339,103,126.687472024305
"31190",290,217967.714444251,375903.120362339,104,137.730098110523
"31490",290,217967.714444251,375903.120362339,105,107.342754855942
"31790",290,217967.714444251,375903.120362339,106,99.27791018125
"32090",290,217967.714444251,375903.120362339,107,64.8764216427277
"32390",290,217967.714444251,375903.120362339,108,71.9971981580548
"32690",290,217967.714444251,375903.120362339,109,46.541038700681
"32990",290,217967.714444251,375903.120362339,110,50.74484743065
"33290",290,217967.714444251,375903.120362339,111,12.7530049351306
"33590",290,217967.714444251,375903.120362339,112,17.5230073515243
"33890",290,217967.714444251,375903.120362339,113,5.15365457248189
"34190",290,217967.714444251,375903.120362339,114,10.0517069880981
"34490",290,217967.714444251,375903.120362339,115,57.7987877077969
"34790",290,217967.714444251,375903.120362339,116,30.56995964915
"35090",290,217967.714444251,375903.120362339,117,87.9085306980933
"35390",290,217967.714444251,375903.120362339,118,135.541910321708
"35690",290,217967.714444251,375903.120362339,119,174.087891400555
"35990",290,217967.714444251,375903.120362339,120,167.843578023918
"291",291,268220.564762815,229246.224387808,1,243.309699292228
"591",291,268220.564762815,229246.224387808,2,312.086631140139
"891",291,268220.564762815,229246.224387808,3,288.59652414819
"1191",291,268220.564762815,229246.224387808,4,163.518003490653
"1491",291,268220.564762815,229246.224387808,5,73.0274925659701
"1791",291,268220.564762815,229246.224387808,6,106.610466342133
"2091",291,268220.564762815,229246.224387808,7,101.244043259371
"2391",291,268220.564762815,229246.224387808,8,91.1935058911464
"2691",291,268220.564762815,229246.224387808,9,66.7140502097106
"2991",291,268220.564762815,229246.224387808,10,20.8006916603778
"3291",291,268220.564762815,229246.224387808,11,7.22704525309323
"3591",291,268220.564762815,229246.224387808,12,78.4048748438172
"3891",291,268220.564762815,229246.224387808,13,54.9547698769934
"4191",291,268220.564762815,229246.224387808,14,74.1434473911591
"4491",291,268220.564762815,229246.224387808,15,19.6268324082434
"4791",291,268220.564762815,229246.224387808,16,36.2704629210167
"5091",291,268220.564762815,229246.224387808,17,93.2142288752203
"5391",291,268220.564762815,229246.224387808,18,114.482242129411
"5691",291,268220.564762815,229246.224387808,19,91.5005666144688
"5991",291,268220.564762815,229246.224387808,20,105.656808569664
"6291",291,268220.564762815,229246.224387808,21,49.3985927263453
"6591",291,268220.564762815,229246.224387808,22,36.2443953550521
"6891",291,268220.564762815,229246.224387808,23,46.2465558685064
"7191",291,268220.564762815,229246.224387808,24,18.7187499920384
"7491",291,268220.564762815,229246.224387808,25,8.7157400145643
"7791",291,268220.564762815,229246.224387808,26,41.4944540317055
"8091",291,268220.564762815,229246.224387808,27,30.9787105928308
"8391",291,268220.564762815,229246.224387808,28,78.6587961258416
"8691",291,268220.564762815,229246.224387808,29,48.7712859528782
"8991",291,268220.564762815,229246.224387808,30,98.3968224518106
"9291",291,268220.564762815,229246.224387808,31,48.9815044029467
"9591",291,268220.564762815,229246.224387808,32,25.6462541899916
"9891",291,268220.564762815,229246.224387808,33,52.4144620694419
"10191",291,268220.564762815,229246.224387808,34,32.777622064468
"10491",291,268220.564762815,229246.224387808,35,67.6137017801607
"10791",291,268220.564762815,229246.224387808,36,131.172849579398
"11091",291,268220.564762815,229246.224387808,37,97.8179911512591
"11391",291,268220.564762815,229246.224387808,38,149.557908694127
"11691",291,268220.564762815,229246.224387808,39,87.72550021648
"11991",291,268220.564762815,229246.224387808,40,74.242087021858
"12291",291,268220.564762815,229246.224387808,41,61.9887405795622
"12591",291,268220.564762815,229246.224387808,42,50.6823405996016
"12891",291,268220.564762815,229246.224387808,43,34.6600378611084
"13191",291,268220.564762815,229246.224387808,44,35.8643384944284
"13491",291,268220.564762815,229246.224387808,45,58.9120095816781
"13791",291,268220.564762815,229246.224387808,46,109.032580706177
"14091",291,268220.564762815,229246.224387808,47,58.8204799012664
"14391",291,268220.564762815,229246.224387808,48,94.0674998343911
"14691",291,268220.564762815,229246.224387808,49,94.5648568835287
"14991",291,268220.564762815,229246.224387808,50,48.6404836596253
"15291",291,268220.564762815,229246.224387808,51,24.1842400616618
"15591",291,268220.564762815,229246.224387808,52,67.9027125205978
"15891",291,268220.564762815,229246.224387808,53,44.654457668554
"16191",291,268220.564762815,229246.224387808,54,102.468753643003
"16491",291,268220.564762815,229246.224387808,55,89.7981006220548
"16791",291,268220.564762815,229246.224387808,56,52.4921814985312
"17091",291,268220.564762815,229246.224387808,57,100.940346446941
"17391",291,268220.564762815,229246.224387808,58,82.826424443571
"17691",291,268220.564762815,229246.224387808,59,84.3310369930523
"17991",291,268220.564762815,229246.224387808,60,54.049859696291
"18291",291,268220.564762815,229246.224387808,61,39.2247611688636
"18591",291,268220.564762815,229246.224387808,62,25.7698707336805
"18891",291,268220.564762815,229246.224387808,63,30.3128191428618
"19191",291,268220.564762815,229246.224387808,64,50.6837361763551
"19491",291,268220.564762815,229246.224387808,65,89.0564879628659
"19791",291,268220.564762815,229246.224387808,66,70.5321324930402
"20091",291,268220.564762815,229246.224387808,67,48.969621672559
"20391",291,268220.564762815,229246.224387808,68,128.54315973756
"20691",291,268220.564762815,229246.224387808,69,119.725512886601
"20991",291,268220.564762815,229246.224387808,70,94.2795360173557
"21291",291,268220.564762815,229246.224387808,71,127.661359454322
"21591",291,268220.564762815,229246.224387808,72,126.746798184778
"21891",291,268220.564762815,229246.224387808,73,106.928510667318
"22191",291,268220.564762815,229246.224387808,74,103.459248467913
"22491",291,268220.564762815,229246.224387808,75,76.9253859644422
"22791",291,268220.564762815,229246.224387808,76,33.6689489933942
"23091",291,268220.564762815,229246.224387808,77,36.1430865639527
"23391",291,268220.564762815,229246.224387808,78,83.4682809766373
"23691",291,268220.564762815,229246.224387808,79,146.789812998036
"23991",291,268220.564762815,229246.224387808,80,106.250198017817
"24291",291,268220.564762815,229246.224387808,81,78.5840455579123
"24591",291,268220.564762815,229246.224387808,82,105.502587752245
"24891",291,268220.564762815,229246.224387808,83,37.3732624721246
"25191",291,268220.564762815,229246.224387808,84,45.2203692106856
"25491",291,268220.564762815,229246.224387808,85,131.885784975188
"25791",291,268220.564762815,229246.224387808,86,127.906367370995
"26091",291,268220.564762815,229246.224387808,87,83.4216011055628
"26391",291,268220.564762815,229246.224387808,88,84.418277594366
"26691",291,268220.564762815,229246.224387808,89,75.3196042346315
"26991",291,268220.564762815,229246.224387808,90,84.7753081399505
"27291",291,268220.564762815,229246.224387808,91,32.9471721599772
"27591",291,268220.564762815,229246.224387808,92,98.081042680585
"27891",291,268220.564762815,229246.224387808,93,88.6131010847918
"28191",291,268220.564762815,229246.224387808,94,146.628491003861
"28491",291,268220.564762815,229246.224387808,95,225.580236101625
"28791",291,268220.564762815,229246.224387808,96,129.76357437025
"29091",291,268220.564762815,229246.224387808,97,162.041048571745
"29391",291,268220.564762815,229246.224387808,98,148.573402164703
"29691",291,268220.564762815,229246.224387808,99,160.483488024342
"29991",291,268220.564762815,229246.224387808,100,119.433484940422
"30291",291,268220.564762815,229246.224387808,101,103.902948100429
"30591",291,268220.564762815,229246.224387808,102,120.521524124557
"30891",291,268220.564762815,229246.224387808,103,72.4199204103491
"31191",291,268220.564762815,229246.224387808,104,127.406789376921
"31491",291,268220.564762815,229246.224387808,105,77.9754643338236
"31791",291,268220.564762815,229246.224387808,106,76.6883792059179
"32091",291,268220.564762815,229246.224387808,107,13.5890318403297
"32391",291,268220.564762815,229246.224387808,108,27.4036590247406
"32691",291,268220.564762815,229246.224387808,109,8.94511890684478
"32991",291,268220.564762815,229246.224387808,110,15.1515885163958
"33291",291,268220.564762815,229246.224387808,111,0.135656745701086
"33591",291,268220.564762815,229246.224387808,112,13.3630505300497
"33891",291,268220.564762815,229246.224387808,113,4.45384557325018
"34191",291,268220.564762815,229246.224387808,114,12.6253941014045
"34491",291,268220.564762815,229246.224387808,115,68.0251054406688
"34791",291,268220.564762815,229246.224387808,116,45.6636605500863
"35091",291,268220.564762815,229246.224387808,117,77.5024394934489
"35391",291,268220.564762815,229246.224387808,118,130.463476924701
"35691",291,268220.564762815,229246.224387808,119,149.093939885969
"35991",291,268220.564762815,229246.224387808,120,157.001793676031
"292",292,174703.781550747,60073.9740372111,1,128.680215007932
"592",292,174703.781550747,60073.9740372111,2,171.125951071876
"892",292,174703.781550747,60073.9740372111,3,143.216919743259
"1192",292,174703.781550747,60073.9740372111,4,131.301688999879
"1492",292,174703.781550747,60073.9740372111,5,67.759626420197
"1792",292,174703.781550747,60073.9740372111,6,88.4363446781541
"2092",292,174703.781550747,60073.9740372111,7,84.6684297451261
"2392",292,174703.781550747,60073.9740372111,8,114.959361110092
"2692",292,174703.781550747,60073.9740372111,9,64.8015857316182
"2992",292,174703.781550747,60073.9740372111,10,11.8482570850839
"3292",292,174703.781550747,60073.9740372111,11,4.4172505883076
"3592",292,174703.781550747,60073.9740372111,12,72.2728904800926
"3892",292,174703.781550747,60073.9740372111,13,90.1960215037678
"4192",292,174703.781550747,60073.9740372111,14,110.803125687801
"4492",292,174703.781550747,60073.9740372111,15,53.3469746542079
"4792",292,174703.781550747,60073.9740372111,16,91.3602647013812
"5092",292,174703.781550747,60073.9740372111,17,111.561684334504
"5392",292,174703.781550747,60073.9740372111,18,145.489632286715
"5692",292,174703.781550747,60073.9740372111,19,117.41748910703
"5992",292,174703.781550747,60073.9740372111,20,175.4955502475
"6292",292,174703.781550747,60073.9740372111,21,77.9956446392039
"6592",292,174703.781550747,60073.9740372111,22,51.4851300621318
"6892",292,174703.781550747,60073.9740372111,23,51.1399198674419
"7192",292,174703.781550747,60073.9740372111,24,46.2695017668641
"7492",292,174703.781550747,60073.9740372111,25,46.8856538029715
"7792",292,174703.781550747,60073.9740372111,26,66.6297731629184
"8092",292,174703.781550747,60073.9740372111,27,34.9900422017626
"8392",292,174703.781550747,60073.9740372111,28,83.5240567770809
"8692",292,174703.781550747,60073.9740372111,29,46.2994891190205
"8992",292,174703.781550747,60073.9740372111,30,127.976325477747
"9292",292,174703.781550747,60073.9740372111,31,40.5899767879003
"9592",292,174703.781550747,60073.9740372111,32,23.5569838294362
"9892",292,174703.781550747,60073.9740372111,33,56.2499983843042
"10192",292,174703.781550747,60073.9740372111,34,60.3721436170914
"10492",292,174703.781550747,60073.9740372111,35,63.2536370638655
"10792",292,174703.781550747,60073.9740372111,36,89.9923197657397
"11092",292,174703.781550747,60073.9740372111,37,54.4007714816338
"11392",292,174703.781550747,60073.9740372111,38,109.961698641773
"11692",292,174703.781550747,60073.9740372111,39,76.5990834097163
"11992",292,174703.781550747,60073.9740372111,40,118.004390752084
"12292",292,174703.781550747,60073.9740372111,41,94.1042825430363
"12592",292,174703.781550747,60073.9740372111,42,73.2741514586673
"12892",292,174703.781550747,60073.9740372111,43,77.9365215241721
"13192",292,174703.781550747,60073.9740372111,44,72.0822355931763
"13492",292,174703.781550747,60073.9740372111,45,106.411859805115
"13792",292,174703.781550747,60073.9740372111,46,171.248595288571
"14092",292,174703.781550747,60073.9740372111,47,76.0691561802743
"14392",292,174703.781550747,60073.9740372111,48,167.365186019135
"14692",292,174703.781550747,60073.9740372111,49,142.676346270851
"14992",292,174703.781550747,60073.9740372111,50,85.2700192356215
"15292",292,174703.781550747,60073.9740372111,51,82.4343037304843
"15592",292,174703.781550747,60073.9740372111,52,103.371301934041
"15892",292,174703.781550747,60073.9740372111,53,75.4109459423075
"16192",292,174703.781550747,60073.9740372111,54,119.059093759697
"16492",292,174703.781550747,60073.9740372111,55,129.263275578661
"16792",292,174703.781550747,60073.9740372111,56,102.370516763936
"17092",292,174703.781550747,60073.9740372111,57,90.1092144194952
"17392",292,174703.781550747,60073.9740372111,58,130.046628906644
"17692",292,174703.781550747,60073.9740372111,59,107.535964865642
"17992",292,174703.781550747,60073.9740372111,60,67.7989036965172
"18292",292,174703.781550747,60073.9740372111,61,74.7705819269381
"18592",292,174703.781550747,60073.9740372111,62,20.8277684098585
"18892",292,174703.781550747,60073.9740372111,63,31.4505071288022
"19192",292,174703.781550747,60073.9740372111,64,28.5567842051837
"19492",292,174703.781550747,60073.9740372111,65,71.5905392592737
"19792",292,174703.781550747,60073.9740372111,66,45.7509281055362
"20092",292,174703.781550747,60073.9740372111,67,22.0134870775455
"20392",292,174703.781550747,60073.9740372111,68,56.6383618669085
"20692",292,174703.781550747,60073.9740372111,69,34.9544881419208
"20992",292,174703.781550747,60073.9740372111,70,31.2518251115599
"21292",292,174703.781550747,60073.9740372111,71,56.0515855841591
"21592",292,174703.781550747,60073.9740372111,72,70.1738720706956
"21892",292,174703.781550747,60073.9740372111,73,44.6653204809662
"22192",292,174703.781550747,60073.9740372111,74,70.0947177069955
"22492",292,174703.781550747,60073.9740372111,75,39.5397675146637
"22792",292,174703.781550747,60073.9740372111,76,9.93303106666403
"23092",292,174703.781550747,60073.9740372111,77,16.3937076091562
"23392",292,174703.781550747,60073.9740372111,78,76.7692964514802
"23692",292,174703.781550747,60073.9740372111,79,139.941134724941
"23992",292,174703.781550747,60073.9740372111,80,127.975430056295
"24292",292,174703.781550747,60073.9740372111,81,99.015142283597
"24592",292,174703.781550747,60073.9740372111,82,109.65172428643
"24892",292,174703.781550747,60073.9740372111,83,68.9833526942846
"25192",292,174703.781550747,60073.9740372111,84,144.900524070736
"25492",292,174703.781550747,60073.9740372111,85,185.667932542666
"25792",292,174703.781550747,60073.9740372111,86,171.678809080205
"26092",292,174703.781550747,60073.9740372111,87,123.188510892477
"26392",292,174703.781550747,60073.9740372111,88,150.447658062847
"26692",292,174703.781550747,60073.9740372111,89,86.147594964069
"26992",292,174703.781550747,60073.9740372111,90,98.661264336097
"27292",292,174703.781550747,60073.9740372111,91,81.0834053248678
"27592",292,174703.781550747,60073.9740372111,92,168.553445551923
"27892",292,174703.781550747,60073.9740372111,93,150.449168049325
"28192",292,174703.781550747,60073.9740372111,94,197.157827031836
"28492",292,174703.781550747,60073.9740372111,95,291.598286876809
"28792",292,174703.781550747,60073.9740372111,96,196.997411710002
"29092",292,174703.781550747,60073.9740372111,97,315.757880869835
"29392",292,174703.781550747,60073.9740372111,98,264.395313406677
"29692",292,174703.781550747,60073.9740372111,99,257.659327528423
"29992",292,174703.781550747,60073.9740372111,100,176.927694617808
"30292",292,174703.781550747,60073.9740372111,101,186.156796491427
"30592",292,174703.781550747,60073.9740372111,102,119.87676451063
"30892",292,174703.781550747,60073.9740372111,103,81.6624803526811
"31192",292,174703.781550747,60073.9740372111,104,86.513862992694
"31492",292,174703.781550747,60073.9740372111,105,40.4040966007512
"31792",292,174703.781550747,60073.9740372111,106,89.0243985081987
"32092",292,174703.781550747,60073.9740372111,107,52.4387441156367
"32392",292,174703.781550747,60073.9740372111,108,33.9720290323724
"32692",292,174703.781550747,60073.9740372111,109,19.0628700442802
"32992",292,174703.781550747,60073.9740372111,110,13.0824183738884
"33292",292,174703.781550747,60073.9740372111,111,12.3206254045103
"33592",292,174703.781550747,60073.9740372111,112,49.1032774866328
"33892",292,174703.781550747,60073.9740372111,113,36.4061351401014
"34192",292,174703.781550747,60073.9740372111,114,31.590022437392
"34492",292,174703.781550747,60073.9740372111,115,112.609180282968
"34792",292,174703.781550747,60073.9740372111,116,68.4825009546107
"35092",292,174703.781550747,60073.9740372111,117,126.103884781053
"35392",292,174703.781550747,60073.9740372111,118,165.702097542222
"35692",292,174703.781550747,60073.9740372111,119,135.853850861329
"35992",292,174703.781550747,60073.9740372111,120,159.579910729893
"293",293,91069.4836109393,53749.6326645494,1,145.770242223925
"593",293,91069.4836109393,53749.6326645494,2,183.734588736095
"893",293,91069.4836109393,53749.6326645494,3,160.196930415414
"1193",293,91069.4836109393,53749.6326645494,4,115.699123395466
"1493",293,91069.4836109393,53749.6326645494,5,62.340384095813
"1793",293,91069.4836109393,53749.6326645494,6,103.160727225924
"2093",293,91069.4836109393,53749.6326645494,7,102.045901913607
"2393",293,91069.4836109393,53749.6326645494,8,129.38731996857
"2693",293,91069.4836109393,53749.6326645494,9,90.2545181543158
"2993",293,91069.4836109393,53749.6326645494,10,14.2876770181912
"3293",293,91069.4836109393,53749.6326645494,11,16.1540300383938
"3593",293,91069.4836109393,53749.6326645494,12,57.9099664585041
"3893",293,91069.4836109393,53749.6326645494,13,84.7018684521527
"4193",293,91069.4836109393,53749.6326645494,14,108.643945596421
"4493",293,91069.4836109393,53749.6326645494,15,80.6014326683179
"4793",293,91069.4836109393,53749.6326645494,16,117.157825206876
"5093",293,91069.4836109393,53749.6326645494,17,247.197733421504
"5393",293,91069.4836109393,53749.6326645494,18,258.233075957938
"5693",293,91069.4836109393,53749.6326645494,19,201.267395221827
"5993",293,91069.4836109393,53749.6326645494,20,213.750210294168
"6293",293,91069.4836109393,53749.6326645494,21,122.123025009447
"6593",293,91069.4836109393,53749.6326645494,22,87.3066209266054
"6893",293,91069.4836109393,53749.6326645494,23,83.4902914097132
"7193",293,91069.4836109393,53749.6326645494,24,49.3195365362198
"7493",293,91069.4836109393,53749.6326645494,25,42.5879159915847
"7793",293,91069.4836109393,53749.6326645494,26,87.2477678428504
"8093",293,91069.4836109393,53749.6326645494,27,66.151990496734
"8393",293,91069.4836109393,53749.6326645494,28,113.631171660633
"8693",293,91069.4836109393,53749.6326645494,29,85.4873378954146
"8993",293,91069.4836109393,53749.6326645494,30,159.733944368497
"9293",293,91069.4836109393,53749.6326645494,31,92.2554528680826
"9593",293,91069.4836109393,53749.6326645494,32,38.7704337748353
"9893",293,91069.4836109393,53749.6326645494,33,78.0849419662446
"10193",293,91069.4836109393,53749.6326645494,34,83.0365767671136
"10493",293,91069.4836109393,53749.6326645494,35,81.5409388005748
"10793",293,91069.4836109393,53749.6326645494,36,92.3799873763072
"11093",293,91069.4836109393,53749.6326645494,37,44.1879061795166
"11393",293,91069.4836109393,53749.6326645494,38,90.4570840663873
"11693",293,91069.4836109393,53749.6326645494,39,64.1922759157568
"11993",293,91069.4836109393,53749.6326645494,40,105.862867395301
"12293",293,91069.4836109393,53749.6326645494,41,102.149517994931
"12593",293,91069.4836109393,53749.6326645494,42,70.3049461889424
"12893",293,91069.4836109393,53749.6326645494,43,100.150770327268
"13193",293,91069.4836109393,53749.6326645494,44,93.6603631070265
"13493",293,91069.4836109393,53749.6326645494,45,97.5918247890032
"13793",293,91069.4836109393,53749.6326645494,46,161.444283014307
"14093",293,91069.4836109393,53749.6326645494,47,119.825310835195
"14393",293,91069.4836109393,53749.6326645494,48,220.198213644778
"14693",293,91069.4836109393,53749.6326645494,49,197.370613430676
"14993",293,91069.4836109393,53749.6326645494,50,117.515594235651
"15293",293,91069.4836109393,53749.6326645494,51,109.204697786071
"15593",293,91069.4836109393,53749.6326645494,52,131.956596301905
"15893",293,91069.4836109393,53749.6326645494,53,91.941453372546
"16193",293,91069.4836109393,53749.6326645494,54,154.742740728313
"16493",293,91069.4836109393,53749.6326645494,55,136.888385669117
"16793",293,91069.4836109393,53749.6326645494,56,134.488316212665
"17093",293,91069.4836109393,53749.6326645494,57,104.49301524897
"17393",293,91069.4836109393,53749.6326645494,58,129.15174554275
"17693",293,91069.4836109393,53749.6326645494,59,124.556666569977
"17993",293,91069.4836109393,53749.6326645494,60,82.7583242785283
"18293",293,91069.4836109393,53749.6326645494,61,89.0130978335969
"18593",293,91069.4836109393,53749.6326645494,62,40.135883357248
"18893",293,91069.4836109393,53749.6326645494,63,61.7181726825932
"19193",293,91069.4836109393,53749.6326645494,64,71.9541620736035
"19493",293,91069.4836109393,53749.6326645494,65,87.8599723899733
"19793",293,91069.4836109393,53749.6326645494,66,86.5848656909661
"20093",293,91069.4836109393,53749.6326645494,67,92.9103230657753
"20393",293,91069.4836109393,53749.6326645494,68,116.653225093849
"20693",293,91069.4836109393,53749.6326645494,69,79.018773342463
"20993",293,91069.4836109393,53749.6326645494,70,71.6238285197388
"21293",293,91069.4836109393,53749.6326645494,71,80.6236840794531
"21593",293,91069.4836109393,53749.6326645494,72,110.06062631925
"21893",293,91069.4836109393,53749.6326645494,73,98.8144098018336
"22193",293,91069.4836109393,53749.6326645494,74,112.170723849767
"22493",293,91069.4836109393,53749.6326645494,75,78.3866135946852
"22793",293,91069.4836109393,53749.6326645494,76,18.7294572254512
"23093",293,91069.4836109393,53749.6326645494,77,36.0785463092637
"23393",293,91069.4836109393,53749.6326645494,78,107.701219951971
"23693",293,91069.4836109393,53749.6326645494,79,175.908114553063
"23993",293,91069.4836109393,53749.6326645494,80,180.170354894045
"24293",293,91069.4836109393,53749.6326645494,81,78.1277282846106
"24593",293,91069.4836109393,53749.6326645494,82,98.8876080769461
"24893",293,91069.4836109393,53749.6326645494,83,73.5388330616135
"25193",293,91069.4836109393,53749.6326645494,84,107.522947024573
"25493",293,91069.4836109393,53749.6326645494,85,122.892825478962
"25793",293,91069.4836109393,53749.6326645494,86,157.458471828965
"26093",293,91069.4836109393,53749.6326645494,87,92.4252838373419
"26393",293,91069.4836109393,53749.6326645494,88,120.116349761443
"26693",293,91069.4836109393,53749.6326645494,89,78.7126738009819
"26993",293,91069.4836109393,53749.6326645494,90,95.545119296829
"27293",293,91069.4836109393,53749.6326645494,91,76.2284235961874
"27593",293,91069.4836109393,53749.6326645494,92,181.914129086228
"27893",293,91069.4836109393,53749.6326645494,93,157.760939830749
"28193",293,91069.4836109393,53749.6326645494,94,188.436355906609
"28493",293,91069.4836109393,53749.6326645494,95,260.571973921303
"28793",293,91069.4836109393,53749.6326645494,96,192.876472439835
"29093",293,91069.4836109393,53749.6326645494,97,283.957578295326
"29393",293,91069.4836109393,53749.6326645494,98,275.884023569125
"29693",293,91069.4836109393,53749.6326645494,99,262.488685767974
"29993",293,91069.4836109393,53749.6326645494,100,196.182707653005
"30293",293,91069.4836109393,53749.6326645494,101,241.794062409928
"30593",293,91069.4836109393,53749.6326645494,102,157.171033581658
"30893",293,91069.4836109393,53749.6326645494,103,155.276830803708
"31193",293,91069.4836109393,53749.6326645494,104,130.751812535522
"31493",293,91069.4836109393,53749.6326645494,105,92.8779952165054
"31793",293,91069.4836109393,53749.6326645494,106,138.706947602263
"32093",293,91069.4836109393,53749.6326645494,107,112.134317402622
"32393",293,91069.4836109393,53749.6326645494,108,75.6898462099478
"32693",293,91069.4836109393,53749.6326645494,109,71.8515783580235
"32993",293,91069.4836109393,53749.6326645494,110,67.1827327754754
"33293",293,91069.4836109393,53749.6326645494,111,56.9154753472945
"33593",293,91069.4836109393,53749.6326645494,112,127.818332755082
"33893",293,91069.4836109393,53749.6326645494,113,89.698088045402
"34193",293,91069.4836109393,53749.6326645494,114,76.1302967524218
"34493",293,91069.4836109393,53749.6326645494,115,142.866063630713
"34793",293,91069.4836109393,53749.6326645494,116,109.606158189844
"35093",293,91069.4836109393,53749.6326645494,117,163.689971289655
"35393",293,91069.4836109393,53749.6326645494,118,200.412944159935
"35693",293,91069.4836109393,53749.6326645494,119,194.017686042246
"35993",293,91069.4836109393,53749.6326645494,120,185.883882272631
"294",294,56395.2069688312,304909.508772948,1,147.54729713477
"594",294,56395.2069688312,304909.508772948,2,207.108132639547
"894",294,56395.2069688312,304909.508772948,3,166.778890572974
"1194",294,56395.2069688312,304909.508772948,4,121.920647637284
"1494",294,56395.2069688312,304909.508772948,5,81.7549986198264
"1794",294,56395.2069688312,304909.508772948,6,155.13798808212
"2094",294,56395.2069688312,304909.508772948,7,100.68943683352
"2394",294,56395.2069688312,304909.508772948,8,176.888028888875
"2694",294,56395.2069688312,304909.508772948,9,72.9826082973322
"2994",294,56395.2069688312,304909.508772948,10,31.9818205900857
"3294",294,56395.2069688312,304909.508772948,11,25.8070046462795
"3594",294,56395.2069688312,304909.508772948,12,117.248051552588
"3894",294,56395.2069688312,304909.508772948,13,133.477159438523
"4194",294,56395.2069688312,304909.508772948,14,203.303778699777
"4494",294,56395.2069688312,304909.508772948,15,59.2212130807583
"4794",294,56395.2069688312,304909.508772948,16,56.8423731704301
"5094",294,56395.2069688312,304909.508772948,17,133.134896086283
"5394",294,56395.2069688312,304909.508772948,18,153.796179561653
"5694",294,56395.2069688312,304909.508772948,19,116.633509848489
"5994",294,56395.2069688312,304909.508772948,20,137.92619647482
"6294",294,56395.2069688312,304909.508772948,21,86.4497561068665
"6594",294,56395.2069688312,304909.508772948,22,77.9603131371298
